,birth_date,college,end_year,height,player id,player name,position,start_year,weight
0,19680624,Duke University,1995,6-10,abdelal01,Alaa Abdelnaby,F-C,1991,240
1,19460407,Iowa State University,1978,6-9,abdulza01,Zaid Abdul-Aziz,C-F,1969,235
2,19470416,"University of California, Los Angeles",1989,7-2,abdulka01,Kareem Abdul-Jabbar,C,1970,225
3,19690309,Louisiana State University,2001,6-1,abdulma02,Mahmoud Abdul-Rauf,G,1991,162
4,19741103,San Jose State University,2003,6-6,abdulta01,Tariq Abdul-Wahad,F,1998,223
5,19761211,University of California,2008,6-9,abdursh01,Shareef Abdur-Rahim,F,1997,225
6,19540506,Indiana University,1981,6-7,abernto01,Tom Abernethy,F,1977,220
7,19320727,Western Kentucky University,1957,6-3,ablefo01,Forest Able,G,1957,180
8,19190209,Salem International University,1948,6-3,abramjo01,John Abramovic,F,1947,195
9,19930801,,2017,6-6,abrinal01,Alex Abrines,G-F,2017,190
10,19830121,Pepperdine University,2009,6-5,ackeral01,Alex Acker,G,2006,185
11,19300904,Long Island University,1954,6-0,ackerdo01,Don Ackerman,G,1954,183
12,19621115,Oral Roberts University,1993,6-11,acresma01,Mark Acres,F-C,1988,220
13,19420111,Hillsdale College,1968,6-6,actonbu01,Bud Acton,F,1968,210
14,19901006,Baylor University,2017,6-7,acyqu01,Quincy Acy,F,2013,240
15,19540719,University of Oklahoma,1988,6-9,adamsal01,Alvan Adams,C-F,1976,210
16,19471127,Northwestern University,1977,6-6,adamsdo01,Don Adams,F,1971,210
17,19490515,Gardner-Webb University,1975,6-5,adamsge01,George Adams,F-G,1973,210
18,19840620,University of Arizona,2009,6-4,adamsha01,Hassan Adams,G,2007,220
19,19940708,"University of California, Los Angeles",2016,6-5,adamsjo01,Jordan Adams,G,2015,209
20,19630119,Boston College,1996,5-10,adamsmi01,Michael Adams,G,1986,162
21,19930720,University of Pittsburgh,2017,7-0,adamsst01,Steven Adams,C,2014,255
22,19640722,Syracuse University,1997,6-7,addisra01,Rafael Addison,F-G,1987,215
23,19460616,Loyola Marymount University,1975,6-1,adelmri01,Rick Adelman,G,1969,175
24,19860210,University of Connecticut,2015,6-7,adrieje01,Jeff Adrien,F,2011,245
25,19851015,"University of California, Los Angeles",2017,6-5,afflaar01,Arron Afflalo,G,2008,210
26,19840209,Michigan State University,2011,6-5,agerma01,Maurice Ager,G,2007,202
27,19591210,DePaul University,1994,6-6,aguirma01,Mark Aguirre,F-G,1982,232
28,19840527,Missouri State University,2012,6-2,ahearbl01,Blake Ahearn,G,2008,190
29,19590317,Brigham Young University,1995,6-4,aingeda01,Danny Ainge,G,1982,175
30,19440921,Michigan State University,1968,6-7,aitchma01,Matthew Aitch,F,1968,230
31,19880506,,2017,7-2,ajincal01,Alexis Ajinca,C,2009,248
32,19440731,Morehead State University,1969,6-10,akinhe01,Henry Akin,C-F,1967,225
33,19860210,"California State University, Fullerton",2013,5-11,akognjo01,Josh Akognon,G,2013,185
34,19880321,Florida State University,2012,7-1,alabiso01,Solomon Alabi,C,2011,251
35,19631211,Duke University,1991,6-8,alarima01,Mark Alarie,F,1987,217
36,19361008,"California State University, Fresno",1961,6-9,alcorga01,Gary Alcorn,C,1960,225
37,19910809,,2015,6-10,aldemfu01,Furkan Aldemir,F-C,2015,240
38,19881031,University of Kansas,2017,6-11,aldrico01,Cole Aldrich,C,2011,250
39,19850719,University of Texas at Austin,2017,6-11,aldrila01,LaMarcus Aldridge,F-C,2007,260
40,19590226,University of Connecticut,1985,6-11,aleksch01,Chuck Aleksinas,C,1985,260
41,19951116,University of Kansas,2016,6-8,alexacl01,Cliff Alexander,F,2016,245
42,19730622,University of Virginia,2005,6-1,alexaco01,Cory Alexander,G,1996,185
43,19770427,"California State University, Fresno",2003,6-5,alexaco02,Courtney Alexander,G,2001,205
44,19691101,University of South Florida,1994,6-7,alexaga01,Gary Alexander,F,1994,240
45,19861226,West Virginia University,2010,6-8,alexajo01,Joe Alexander,F,2009,230
46,19690831,Iowa State University,2002,6-9,alexavi01,Victor Alexander,C-F,1992,265
47,19641123,Indiana University,1991,6-2,alforst01,Steve Alford,G,1988,183
48,,New Mexico State University,1968,6-8,allenbi01,Bill Allen,C-F,1968,205
49,19460717,Marshall University,1969,6-9,allenbo01,Bob Allen,F,1969,205
50,19730128,University of Pennsylvania,1997,6-4,allenje01,Jerome Allen,G,1996,184
51,19890204,Temple University,2017,6-9,allenla01,Lavoy Allen,F-C,2012,260
52,19470926,"University of California, Los Angeles",1979,6-2,allenlu01,Lucius Allen,G,1970,175
53,19780627,Villanova University,2011,6-10,allenma01,Malik Allen,F-C,2002,255
54,19650126,Florida State University,1990,6-8,allenra01,Randy Allen,F,1989,220
55,19750720,University of Connecticut,2014,6-5,allenra02,Ray Allen,G,1997,205
56,19820111,Oklahoma State University,2017,6-4,allento01,Tony Allen,G-F,2005,213
57,19490208,University of Miami,1972,6-6,allenwi01,Willie Allen,F,1972,230
58,19491002,"University of Nevada, Las Vegas",1972,6-6,allisod01,Odis Allison,F,1972,195
59,19810202,Weber State University,2008,6-11,allrela01,Lance Allred,C,2008,250
60,19580912,"University of California, Los Angeles",1981,6-9,allumda01,Darrell Allums,F,1981,220
61,19850202,Rice University,2012,6-6,almonmo01,Morris Almond,G,2008,225
62,19720820,Duquesne University,1997,6-11,alstode01,Derrick Alston,F,1995,225
63,19760724,"California State University, Fresno",2010,6-2,alstora01,Rafer Alston,G,2000,171
64,19730423,Liberty University,1999,6-10,alumape01,Peter Aluma,C,1999,260
65,19701126,Pennsylvania State University,2003,6-10,amaecjo01,John Amaechi,C-F,1996,270
66,19711123,Southern Illinois University,1997,6-8,amayaas01,Ashraf Amaya,F,1996,230
67,19900921,Wake Forest University,2017,6-9,aminual01,Al-Farouq Aminu,F,2011,220
68,19821207,"University of Nevada, Las Vegas",2016,6-9,amundlo01,Lou Amundson,F,2007,220
69,19370824,Michigan State University,1960,6-3,anderbo01,Bob Anderegg,F-G,1960,200
70,19780707,Blinn College,2017,6-10,anderch01,Chris Andersen,F-C,2002,245
71,19800623,,2011,6-11,anderda03,David Andersen,C,2010,245
72,19821016,Michigan State University,2017,6-6,anderal01,Alan Anderson,G-F,2006,220
73,19450706,Canisius College,1970,6-2,anderan01,Andrew Anderson,G,1968,184
74,19850605,University of Memphis,2010,6-6,anderan02,Antonio Anderson,G,2010,215
75,19440907,Saint Joseph's University,1971,6-2,andercl01,Cliff Anderson,G-F,1968,200
76,19430215,Augsburg College,1969,6-10,anderda01,Dan Anderson,C,1968,230
77,19510101,University of Southern California,1976,6-2,anderda02,Dan Anderson,G,1975,185
78,19740718,University of Kentucky,2008,6-5,anderde01,Derek Anderson,G,1998,194
79,19601228,University of Southern California,1983,6-3,anderdw01,Dwight Anderson,G,1983,185
80,19700526,Indiana University,1994,6-9,anderer01,Eric Anderson,F,1993,220
81,19640622,University of Houston,1998,6-10,andergr01,Greg Anderson,F-C,1988,230
82,19600923,Bradley University,1985,6-8,anderjj01,J.J. Anderson,F,1983,195
83,19890325,Oklahoma State University,2016,6-6,anderja01,James Anderson,G-F,2011,213
84,19531009,West Virginia University,1977,6-5,anderje01,Jerome Anderson,G,1976,195
85,19931119,University of Virginia,2017,6-6,anderju01,Justin Anderson,G,2016,228
86,19701009,Georgia Institute of Technology,2005,6-0,anderke01,Kenny Anderson,G,1992,168
87,19550512,University of Missouri,1979,6-7,anderki01,Kim Anderson,F,1979,200
88,19930920,"University of California, Los Angeles",2017,6-9,anderky01,Kyle Anderson,F-G,2015,230
89,19660323,Drexel University,1989,5-11,andermi01,Michael Anderson,G,1989,184
90,19680120,University of Illinois at Urbana-Champaign,2002,6-6,anderni01,Nick Anderson,F-G,1990,205
91,19601119,"University of California, Santa Barbara",1990,6-10,anderri01,Richard Anderson,F-C,1983,240
92,19581015,"California State University, Fresno",1994,6-7,anderro01,Ron Anderson,F-G,1985,215
93,19880506,University of California,2017,6-10,anderry01,Ryan Anderson,F,2009,240
94,19731231,University of Georgia,2006,6-6,andersh01,Shandon Anderson,F-G,1997,208
95,19670108,University of Georgia,1997,6-7,anderwi01,Willie Anderson,G-F,1989,190
96,19460111,Creighton University,1970,6-7,anderwa01,Wally Anderzunas,C-F,1970,220
97,19860312,,2006,7-2,andrima01,Martynas Andriuskevicius,C,2006,240
98,19301101,Missouri State University,1955,6-7,anieldo01,Don Anielak,F,1955,190
99,19670208,University of Alabama,1992,6-7,anslemi01,Michael Ansley,F,1990,225
100,19750101,,2000,7-0,anstech01,Chris Anstey,C,1998,249
101,19941206,,2017,6-11,antetgi01,Giannis Antetokounmpo,F-G,2014,222
102,19920717,,2016,6-7,antetth01,Thanasis Antetokounmpo,F,2016,205
103,19840529,Syracuse University,2017,6-8,anthoca01,Carmelo Anthony,F,2004,240
104,19671115,"University of Nevada, Las Vegas",2002,6-0,anthogr01,Greg Anthony,G,1992,176
105,19820809,"University of Nevada, Las Vegas",2017,6-9,anthojo01,Joel Anthony,C,2008,245
106,19820729,,2015,6-11,anticpe01,Pero Antic,C-F,2014,260
107,19920213,Michigan State University,2016,6-1,applike01,Keith Appling,G,2016,185
108,19800812,Brigham Young University,2007,6-11,araujra01,Rafael Araujo,C,2005,280
109,19360217,Iowa State University,1962,6-4,arcenst01,Stacey Arceneaux,F,1962,210
110,19800329,University of Illinois at Urbana-Champaign,2004,6-11,archiro01,Robert Archibald,F,2003,250
111,19480902,University of Texas at El Paso,1984,6-1,architi01,Tiny Archibald,G,1971,150
112,19480919,University of Cincinnati,1978,6-8,ardji01,Jim Ard,F-C,1971,215
113,19820106,University of Arizona,2012,6-3,arenagi01,Gilbert Arenas,G,2002,191
114,19850630,"University of California, Los Angeles",2017,6-8,arizatr01,Trevor Ariza,F,2005,215
115,19280409,Villanova University,1962,6-4,arizipa01,Paul Arizin,F-G,1951,190
116,19650720,Niagara University,1988,6-9,arlaujo01,Joe Arlauckas,F,1988,230
117,19670909,University of Iowa,2000,6-2,armstbj01,B.J. Armstrong,G,1990,175
118,19330617,Michigan State University,1957,6-8,armstbo01,Bob Armstrong,C-F,1957,220
119,19800616,Pepperdine University,2004,6-5,armstbr01,Brandon Armstrong,G,2002,188
120,19181101,Indiana University,1951,5-11,armstcu01,Curly Armstrong,G-F,1949,170
121,19680622,Fayetteville State University,2008,6-0,armstda01,Darrell Armstrong,G,1995,170
122,19841111,University of Connecticut,2014,6-11,armsthi01,Hilton Armstrong,F-C,2007,235
123,19551005,Duke University,1979,6-3,armstta01,Tate Armstrong,G,1978,175
124,19331230,Pennsylvania State University,1956,6-5,arnelje01,Jesse Arnelle,F,1956,220
125,19381219,University of Texas at Austin,1966,6-2,arnetja01,Jay Arnette,G,1964,175
126,19471103,University of Notre Dame,1974,6-5,arnzebo01,Bob Arnzen,F,1970,205
127,19790730,Florida International University,2011,6-2,arroyca01,Carlos Arroyo,G,2002,202
128,19880325,University of Kansas,2017,6-9,arthuda01,Darrell Arthur,F,2009,235
129,19470815,Tulane University,1970,6-4,arthujo01,John Arthurs,G,1970,185
130,19860704,,2017,7-0,asikom01,Omer Asik,C,2011,255
131,19660228,University of Memphis,1998,6-6,askewvi01,Vincent Askew,G-F,1988,210
132,19671215,University of Alabama,1999,6-7,askinke01,Keith Askins,G-F,1991,197
133,19280215,Alliance College,1954,6-2,asmondo01,Don Asmonga,G,1954,185
134,19310921,Indiana State University,1958,6-2,athadi01,Dick Atha,G,1956,190
135,19740814,University of South Florida,2010,5-11,atkinch01,Chucky Atkins,G,2000,160
136,19361107,North Carolina Agricultural and Technical State University,1971,6-0,attleal01,Al Attles,G,1961,175
137,19160518,Michigan State University,1947,5-10,aubucch01,Chet Aubuchon,G,1947,137
138,19680801,"University of Nevada, Las Vegas",2006,6-8,augmost01,Stacey Augmon,F-G,1992,205
139,19871110,University of Texas at Austin,2017,6-0,augusdj01,D.J. Augustin,G,2009,183
140,19840227,University of Illinois at Urbana-Champaign,2008,6-10,augusja01,James Augustine,F,2007,235
141,19690818,Arizona State University,2002,6-10,austiis01,Isaac Austin,C,1992,255
142,19440831,Boston College,1968,6-0,austijo01,Johnny Austin,G,1967,170
143,19610715,Rice University,1984,6-9,austike01,Ken Austin,F,1984,205
144,19691018,Seton Hall University,2000,6-9,aventan01,Anthony Avent,F,1993,235
145,19520722,Pepperdine University,1978,6-1,averibi01,Bird Averitt,G,1974,170
146,19790808,Duke University,2002,6-2,averywi01,William Avery,G,2000,197
147,19480222,Santa Clara University,1982,6-10,awtrede01,Dennis Awtrey,C,1971,235
148,19850401,,2014,6-10,ayongu01,Gustavo Ayon,C,2012,250
149,19870429,Arizona State University,2016,6-9,pendeje02,Jeff Ayres,F,2010,240
150,19831216,University of Kentucky,2012,6-5,azubuke01,Kelenna Azubuike,G,2007,220
151,19810521,,2006,6-11,cabarza01,Zarko Cabarkapa,F,2004,235
152,19350729,Bradley University,1964,6-7,cableba01,Barney Cable,F,1959,175
153,19950921,,2017,6-9,cabocbr01,Bruno Caboclo,F,2015,218
154,19730612,University of Alabama,2003,6-8,caffeja01,Jason Caffey,F,1996,255
155,19620128,San Diego State University,2000,6-9,cagemi01,Michael Cage,F-C,1985,224
156,19250204,St. John's University,1952,6-1,calabge01,Gerry Calabrese,G,1951,175
157,19890207,University of Florida,2015,6-6,calatni01,Nick Calathes,G,2014,213
158,19810928,,2017,6-3,caldejo01,Jose Calderon,G,2006,200
159,19660704,Lamar University,1998,6-8,caldwad01,Adrian Caldwell,F-C,1990,265
160,19430128,Georgia Institute of Technology,1969,6-10,caldwji01,Jim Caldwell,C,1968,240
161,19411101,Arizona State University,1975,6-5,caldwjo01,Joe Caldwell,F-G,1965,195
162,19930218,University of Georgia,2017,6-5,caldwke01,Kentavious Caldwell-Pope,G,2014,205
163,19271104,City College of San Francisco,1955,6-3,calhobi01,Bill Calhoun,F-G,1949,180
164,19501101,University of Pennsylvania,1980,6-7,calhoco01,Corky Calhoun,F,1973,210
165,19691118,University of Michigan,1992,6-1,calipde01,Demetrius Calip,G,1992,165
166,19210602,Rockhurst University,1947,6-1,callato01,Tom Callahan,G,1947,180
167,19661212,University of Kansas,1991,6-6,callori01,Rick Calloway,F,1991,180
168,19240130,University of Rhode Island,1949,5-10,calveer01,Ernie Calverley,G,1947,145
169,19470727,University of Southern California,1981,6-0,calvima01,Mack Calvin,G,1970,165
170,19700129,University of Texas at Austin,1993,6-7,cambrde01,Dexter Cambridge,F,1993,224
171,19740322,University of Massachusetts Amherst,2013,6-11,cambyma01,Marcus Camby,C-F,1997,220
172,19680723,Clemson University,2005,6-11,campbel01,Elden Campbell,C,1991,215
173,19620507,Ohio State University,1995,6-7,campbto01,Tony Campbell,F-G,1985,215
174,19910521,Murray State University,2017,6-0,canaais01,Isaiah Canaan,G,2014,201
175,19470412,La Salle University,1974,6-4,cannola01,Larry Cannon,G,1970,195
176,19940518,,2017,6-10,capelca01,Clint Capela,F-C,2015,240
177,19880504,University of Texas at El Paso,2011,6-9,caracde01,Derrick Caracter,F,2011,275
178,19441228,South Carolina State University,1973,6-7,cardfr01,Frank Card,F,1969,195
179,19770502,Purdue University,2012,6-8,cardibr01,Brian Cardinal,F,2001,245
180,19380607,DePaul University,1962,5-9,carlho01,Howie Carl,G,1962,160
181,19161102,University of California,1947,6-5,carlich01,Chet Carlisle,F-C,1947,195
182,19760813,University of California,2005,6-3,carlige01,Geno Carlisle,G,2005,180
183,19591027,University of Virginia,1990,6-5,carliri01,Rick Carlisle,G,1985,210
184,19440303,Otterbein College,1969,6-5,carlodo01,Don Carlos,G-F,1969,210
185,19510917,University of Oregon,1976,6-11,carlsal01,Al Carlson,C,1976,235
186,19190322,University of Minnesota,1951,6-0,carlsdo01,Don Carlson,G-F,1947,170
187,19320803,Bradley University,1955,6-3,carnebo01,Bob Carney,G,1955,170
188,19840415,University of Memphis,2011,6-7,carnero01,Rodney Carney,F,2007,205
189,19171106,East Texas State University,1951,6-5,carpebo01,Bob Carpenter,F-C,1950,200
190,19610723,Wichita State University,2000,6-9,carran01,Antoine Carr,F-C,1985,225
191,19480310,University of Notre Dame,1981,6-4,carrau01,Austin Carr,G,1972,200
192,19740312,Southern Illinois University,2001,6-5,carrch01,Chris Carr,G,1996,207
193,19751205,Texas Tech University,1999,6-3,carrco01,Cory Carr,G,1999,210
194,19550815,North Carolina State University,1987,6-7,carrke01,Kenny Carr,F,1978,220
195,19510109,Guilford College,1985,6-6,carrml01,M.L. Carr,F-G,1976,205
196,19401026,Western Kentucky University,1973,6-3,carrida01,Darel Carrier,G,1968,185
197,19530703,Boston College,1980,6-6,carribo01,Bob Carrington,G-F,1978,195
198,19860727,University of Missouri,2017,6-8,carrode01,DeMarre Carroll,F,2010,215
199,19580724,Purdue University,1991,7-0,carrojo01,Joe Barry Carroll,C-F,1981,225
200,19800828,University of Notre Dame,2013,6-6,carroma01,Matt Carroll,G,2004,212
201,19691104,Virginia Polytechnic Institute and State University,1997,6-10,carruji01,Jimmy Carruth,C-F,1997,265
202,19750616,University of Hawaii,2012,6-1,cartean01,Anthony Carter,G,2000,190
203,19580611,Indiana University,1986,6-5,cartebu01,Butch Carter,G,1981,180
204,19450214,Mount St. Mary's University,1977,6-3,cartefr01,Fred Carter,G-F,1970,185
205,19440110,St. Bonaventure University,1976,6-4,cartege01,George Carter,F-G,1968,210
206,19611026,Louisiana State University,1985,6-5,carteho01,Howard Carter,G,1984,215
207,19240725,East Texas State University,1950,6-4,carteja01,Jake Carter,F-C,1950,195
208,19761012,Louisiana State University,2004,6-5,cartema01,Maurice Carter,G,2004,210
209,19571010,St. John's University,1982,6-3,cartere01,Reggie Carter,G,1981,175
210,19560831,Virginia Military Institute,1980,6-5,cartero01,Ron Carter,G,1979,190
211,19770126,University of North Carolina,2017,6-6,cartevi01,Vince Carter,G-F,1999,220
212,19911010,Syracuse University,2017,6-6,cartemi01,Michael Carter-Williams,G,2014,190
213,19570730,University of San Francisco,1995,7-1,cartwbi01,Bill Cartwright,C,1980,245
214,19410704,Oregon State University,1969,6-8,cartyja01,Jay Carty,F,1969,220
215,19520303,Bowling Green State University,1977,6-8,cashco01,Cornelius Cash,F,1977,215
216,19501113,"University of California, Riverside",1973,6-8,cashsa01,Sam Cash,F,1973,230
217,19691118,Florida State University,2008,6-3,cassesa01,Sam Cassell,G,1994,185
218,19880622,,2017,6-9,casspom01,Omri Casspi,F,2010,225
219,19510902,Hardin-Simmons University,1985,6-9,catchha01,Harvey Catchings,C-F,1975,218
220,19630822,University of South Alabama,1993,6-8,catlete01,Terry Catledge,F,1986,220
221,19480418,University of Notre Dame,1972,6-6,catlesi01,Sid Catlett,F,1972,230
222,19740826,Iowa State University,2007,6-11,catoke01,Kelvin Cato,C,1998,255
223,19580817,Auburn University,1986,6-9,cattabo01,Bobby Cattage,F,1982,250
224,19930818,University of Kentucky,2017,7-0,caulewi01,Willie Cauley-Stein,F-C,2016,240
225,19680531,Temple University,2001,7-0,causwdu01,Duane Causwell,C,1991,240
226,19590430,Texas Southern University,1989,7-1,cavenro01,Ron Cavenall,C,1985,230
227,19690802,"California State University, Fullerton",2001,6-6,cebalce01,Cedric Ceballos,F,1991,190
228,19770306,Villanova University,2000,6-4,celesjo01,John Celestand,G,2000,178
229,19170212,,1953,5-11,cervial01,Al Cervi,G-F,1950,170
230,19801110,Xavier University,2005,6-0,chalmli01,Lionel Chalmers,G,2005,180
231,19860519,University of Kansas,2016,6-2,chalmma01,Mario Chalmers,G,2009,190
232,19491216,University of North Carolina,1974,6-6,chambbi01,Bill Chamberlain,F,1973,188
233,19360821,University of Kansas,1973,7-1,chambwi01,Wilt Chamberlain,C,1960,275
234,19430718,University of Utah,1974,6-5,chambje01,Jerry Chambers,F,1967,185
235,19590621,University of Utah,1998,6-10,chambto01,Tom Chambers,F-C,1982,220
236,19640405,Gonzaga University,1989,6-10,champmi01,Mike Champion,F,1989,230
237,19821002,,2017,7-1,chandty01,Tyson Chandler,C,2002,240
238,19870510,DePaul University,2017,6-8,chandwi01,Wilson Chandler,F,2008,225
239,19460322,University of Houston,1980,6-5,chanedo01,Don Chaney,G,1969,210
240,19200229,Louisiana State University,1950,6-3,chanejo01,John Chaney,F-C,1950,185
241,19671005,University of Kentucky,2000,6-4,chapmre01,Rex Chapman,G,1989,185
242,19450615,Western Kentucky University,1972,6-6,chapmwa01,Wayne Chapman,G-F,1969,190
243,19410131,Wake Forest University,1972,6-8,chapple01,Len Chappell,F-C,1963,240
244,19510710,Fordham University,1978,6-3,charlke01,Ken Charles,G,1974,180
245,19631125,North Carolina State University,1986,6-7,charllo01,Lorenzo Charles,F,1986,225
246,19710717,Indiana University,2006,6-7,cheanca01,Calbert Cheaney,G-F,1994,209
247,19560908,West Texas A&M University,1993,6-1,cheekma01,Maurice Cheeks,G,1979,180
248,19501030,University of California,1981,6-3,cheniph01,Phil Chenier,G,1972,180
249,19910208,University of Montana,2015,6-0,cherrwi01,Will Cherry,G,2015,185
250,19670703,University of Missouri,1991,6-7,chievde01,Derrick Chievous,F,1989,195
251,19680914,University of North Carolina,2000,6-10,chilcpe01,Pete Chilcutt,F-C,1992,230
252,19830620,Stanford University,2014,6-8,childjo01,Josh Childress,G-F,2005,210
253,19720921,Wake Forest University,1997,6-2,childra01,Randolph Childress,G,1996,188
254,19671120,Boise State University,2003,6-3,childch01,Chris Childs,G,1995,195
255,19250305,Canisius College,1951,6-2,chollle01,Leroy Chollet,F,1950,190
256,19491130,Marquette University,1982,6-11,choneji01,Jim Chones,C-F,1973,220
257,19970702,University of Washington,2017,6-10,chrisma01,Marquese Chriss,F,2017,233
258,19300806,Fordham University,1955,6-4,chrisfr01,Fred Christ,G,1955,210
259,19270708,University of Toledo,1955,6-5,chrisca01,Cal Christensen,F-C,1951,210
260,19460511,Grambling State University,1974,6-10,chrisbo01,Bob Christian,C,1970,255
261,19700509,Pepperdine University,2007,6-6,chrisdo01,Doug Christie,G-F,1993,200
262,19860915,Temple University,2014,6-5,chrisdi01,Dionte Christmas,G,2014,205
263,19911201,Syracuse University,2017,6-9,chrisra01,Rakeem Christmas,F,2016,250
264,19921101,Xavier University,2017,6-3,chrisse01,Semaj Christon,G,2017,190
265,19880603,University of California,2015,6-5,chrispa01,Patrick Christopher,G-F,2015,209
266,19440208,University of Rhode Island,1970,6-2,chubist01,Stephen Chubin,G,1968,200
267,19720220,Georgetown University,1996,6-6,churcro01,Robert Churchwell,G-F,1996,195
268,19410715,University of Minnesota,1976,6-2,clarkar01,Archie Clark,G,1967,175
269,19600810,University of Mississippi,1985,6-4,clarkca01,Carlos Clark,G,1984,210
270,19880117,University of Louisville,2015,6-10,clarkea01,Earl Clark,F,2010,225
271,19910307,Belmont University,2017,6-3,clarkia01,Ian Clark,G,2014,175
272,19750416,"University of Nevada, Las Vegas",2004,6-11,clarkke01,Keon Clark,F-C,1999,220
273,19440105,Eastern Kentucky University,1969,6-4,clarkri01,Richard Clark,G,1968,190
274,19920704,University of Arkansas,2016,6-7,clarkco01,Coty Clarke,F,2016,232
275,19920607,University of Missouri,2017,6-5,clarkjo01,Jordan Clarkson,G,2015,194
276,19880830,,2015,6-9,clavevi01,Victor Claver,F,2013,224
277,19440515,University of Michigan,1969,6-4,clawsjo01,John Clawson,F,1969,200
278,19701213,University of Georgia,1996,7-0,claxtch01,Charles Claxton,C,1996,265
279,19780508,Hofstra University,2009,5-11,claxtsp01,Speedy Claxton,G,2002,166
280,19490913,Ohio State University,1980,6-3,cleamji01,Jim Cleamons,G,1972,185
281,19770907,Michigan State University,2006,6-2,cleavma01,Mateen Cleaves,G,2001,205
282,19430501,Ohio Wesleyan University,1976,6-6,clemeba01,Barry Clemens,F,1966,210
283,19221013,Xavier University of Louisiana,1958,6-6,cliftna01,Nat Clifton,C-F,1951,220
284,19220108,Rice University,1952,6-5,clossbi01,Bill Closs,F-C,1950,195
285,19760403,Central Connecticut State University,2000,7-3,closske01,Keith Closs,C,1998,212
286,19200613,University of Wisconsin,1950,6-2,cloydpa01,Paul Cloyd,G-F,1950,180
287,19170918,University of Kentucky,1947,6-10,cluggbo01,Bob Cluggish,C,1947,235
288,19510610,Florida State University,1975,6-7,clydebe01,Ben Clyde,F,1975,198
289,19650902,University of Minnesota,1991,6-6,cofferi01,Richard Coffey,F,1991,212
290,19620104,Eastern Michigan University,1987,6-3,cofiefr01,Fred Cofield,G,1986,190
291,19711028,Boise State University,2001,7-0,cokerjo01,John Coker,C,1996,253
292,19881013,Cleveland State University,2017,6-2,coleno01,Norris Cole,G,2012,175
293,19611114,University of Maryland,1994,6-9,colembe01,Ben Coleman,F,1987,235
294,19670621,Syracuse University,2005,6-10,colemde01,Derrick Coleman,F,1991,230
295,19500925,Houston Baptist University,1979,6-8,colemec01,E.C. Coleman,F,1974,225
296,19240523,University of Louisville,1958,6-7,colemja01,Jack Coleman,F-C,1950,195
297,19610927,Kansas State University,1988,6-8,colemno01,Norris Coleman,F,1988,210
298,19680422,Virginia Polytechnic Institute and State University,2004,6-1,colesbi01,Bimbo Coles,G,1991,180
299,19770908,Georgia Institute of Technology,2005,7-0,collija02,Jason Collier,C,2001,260
300,19540414,St. Thomas University,1981,6-4,colliar01,Art Collins,G,1981,185
301,19581128,Washington State University,1987,6-6,collido02,Don Collins,F-G,1981,190
302,19510728,Illinois State University,1981,6-6,collido01,Doug Collins,G-F,1974,180
303,19731105,Florida State University,1998,6-4,collija01,James Collins,G,1998,196
304,19781202,Stanford University,2011,6-11,collija03,Jarron Collins,F-C,2002,255
305,19781202,Stanford University,2014,7-0,collija04,Jason Collins,C,2002,255
306,19461124,New Mexico State University,1972,6-2,colliji01,Jimmy Collins,G,1971,175
307,19840804,Temple University,2010,6-6,collima01,Mardy Collins,G,2007,220
308,19870318,University of Kansas,2011,5-11,collish01,Sherron Collins,G,2011,205
309,19870823,"University of California, Los Angeles",2017,6-0,collida01,Darren Collison,G,2010,175
310,19801026,University of Kansas,2017,6-10,collini01,Nick Collison,F,2005,255
311,19240123,Bloomsburg University of Pennsylvania,1949,6-5,colonjo01,Joe Colone,F,1949,210
312,19750701,University of North Carolina at Charlotte,2001,6-0,colsose01,Sean Colson,G,2001,175
313,19620724,New Mexico State University,1995,6-3,coltest01,Steve Colter,G,1985,165
314,19461030,Virginia Polytechnic Institute and State University,1975,6-2,combsgl01,Glen Combs,G,1969,185
315,19610101,Oklahoma State University,1984,6-8,combsle01,Leroy Combs,F,1984,210
316,19430915,Grambling State University,1968,6-5,comeajo01,John Comeaux,F,1968,193
317,19640817,DePaul University,1989,6-9,comegda01,Dallas Comegys,F,1988,205
318,19390817,Kansas State University,1964,6-5,comlela01,Larry Comley,G,1964,210
319,19431017,Brigham Young University,1972,6-1,congdje01,Jeffrey Congdon,G,1968,180
320,19301110,Washington State University,1964,6-8,conlege01,Gene Conley,C-F,1953,225
321,19440122,University of Kentucky,1968,6-3,conlela01,Larry Conley,G,1968,175
322,19871011,Ohio State University,2017,6-1,conlemi01,Mike Conley,G,2008,175
323,19330902,Fordham University,1962,6-5,conlied01,Ed Conlin,F-G,1956,200
324,19680119,Providence College,2000,6-10,conloma01,Marty Conlon,F-C,1992,224
325,19930106,University of Notre Dame,2017,6-5,connapa01,Pat Connaughton,G,2016,206
326,19530320,University of Kentucky,1976,6-4,conneji01,Jimmy Conner,G,1976,190
327,19590917,Oregon State University,1995,6-4,connele01,Lester Conner,G,1983,180
328,19210410,Seton Hall University,1948,6-5,connoch01,Chuck Connors,F-C,1947,190
329,19821208,University of Washington,2013,6-2,conrowi01,Will Conroy,G,2007,195
330,19670319,University of Arizona,1996,6-9,cookan01,Anthony Cook,F-C,1991,205
331,19290426,Utah State University,1955,6-3,cookbe01,Bert Cook,G-F,1955,185
332,19230401,University of Wisconsin,1950,5-10,cookbo01,Bobby Cook,G-F,1950,155
